,Comp1,Comp2,Word,Topic
662,-26.85872178,0.2953275321,rockin,Other
663,15.55144511,1.698083111,part,Other
664,11.67162914,-8.371689052,believe,Other
665,21.45332571,12.88742286,supposed,Other
666,-6.629859996,3.710251486,waitin,Other
667,10.10787666,9.472246188,most,Other
668,5.170927227,14.35851117,none_of,Other
669,11.4517529,16.52946903,fans,rap
670,-16.37708115,8.378136007,gat,drugs
671,-18.34106811,9.505431013,gas,money
672,8.618502694,19.3078424,rhyme,rap
673,0.5383882921,-19.24869664,lame,Other
674,-26.15060418,10.90218434,liquor,drugs
675,14.51677491,5.772722861,about,Other
676,9.635117267,8.235203243,goin,Other
677,-5.006380003,-1.524424177,under,Other
678,-15.62610492,9.49371318,jack,rap
679,5.184467243,1.559845602,too_much,Other
680,0.376936434,-10.60256016,reach,Other
681,7.963863798,27.84377498,shootin,violence
682,-26.68599343,-1.219085728,top,Other
683,2.850514736,1.03262956,too,Other
684,-16.81600784,-15.45672655,toe,Other
685,-2.446950668,-12.88863751,murder,violence
686,-4.318513721,-20.9391333,flame,violence
687,12.13928187,-5.132926417,dont_care,Other
688,3.671210024,0.5395956726,though,Other
689,3.823333125,-13.70544341,watch,Other
690,-7.682582219,5.360475195,weak,Other
691,9.86026336,-4.210148986,wear,clothes
692,8.340307124,-11.71218275,trust,Other
693,14.44547037,-16.37023567,mother,family
694,-12.74146032,15.47792802,50,money
695,-6.14887845,-13.28152737,buildin,Other
696,1.279936029,1.69968604,plus,Other
697,4.757136272,-5.699434853,focus,Other
698,7.993226007,-8.875391611,cool,Other
699,-0.842401706,-7.692982447,leavin,Other
700,-12.83334259,-5.810299843,name,clothes
701,11.50040833,7.632324091,place,Other
702,-22.26342671,7.570915482,kush,drugs
703,-22.54408982,8.235867177,blunt,drugs
704,-5.037261832,-2.118903505,outside,Other
705,-17.74987734,4.92960381,pot,drugs
706,-25.83325812,-1.937538411,pop,sex
707,5.879320183,-0.839940416,myself,Other
708,-20.0904591,2.030710446,trip,Other
709,-7.866785373,-13.69581516,stand,Other
710,-9.908959513,7.304383708,ladies,women
711,2.18762816,3.041224442,all,Other
712,4.663483462,4.578200483,what,Other
713,-9.231184288,-10.48362901,known,Other
714,9.848323106,18.0103508,style,rap
715,16.26888506,-12.94401556,pray,religion
716,17.65007543,-12.31516184,feed,Other
717,18.59581602,-10.20143417,feel,Other
718,-14.04020945,-17.29976955,feet,Other
719,-5.302617688,-16.54475472,wake_up,Other
720,17.37615755,6.00520214,wanna,Other
721,14.882374,-18.13091809,momma,family
722,-5.025330981,-5.683520832,freak,women
723,0.1424023061,-4.514419178,once,Other
724,-25.97634326,11.55399659,sip,drugs
725,-8.754784163,-12.15764043,sit,Other
726,-10.00943299,14.83785627,six,money
727,-10.06229543,-19.5773613,light,drugs
728,13.00776816,12.57630778,their,Other
729,-0.478706823,-2.347124852,which,Other
730,-1.839366731,-18.03506163,ear,Other
731,13.6035952,-2.483823788,wall,Other
732,-10.78651601,-8.562968839,walk,Other
733,-1.043677652,-13.95881227,scared,Other
734,16.33482127,-10.70943448,swear,Other
735,20.51961328,-0.6888386199,made,Other
736,13.22608235,-13.60080353,lord,religion
737,-7.529827555,2.155137053,second,Other
738,-2.697168133,-16.24225553,here,Other
739,21.60978035,-1.190749902,brought,Other
740,2.360911388,-23.0046527,until,Other
741,-9.319707502,0.6580209404,glass,Other
742,-10.70982142,7.432107714,hoe,women
743,-0.6025335316,-4.729193522,how,Other
744,-27.05349748,-3.441508372,hot,drugs
745,-23.78977076,-3.47261103,hop,cars
746,-22.41985227,-5.681777494,whip,cars
747,-14.85360641,2.278337108,bust,violence
748,6.28449518,-11.96782512,look_at,Other
749,0.1175307713,-17.24620068,player,men
750,-2.721465604,11.94009103,easy,Other
751,-4.181113836,-8.264410154,right,Other
752,0.3721125595,4.399468927,old,Other
753,-14.20998674,20.40596638,o,drugs
754,-22.44384946,-1.436079543,floor,Other
755,-22.84130516,6.800975536,smell,Other
756,-7.141440346,-6.870854762,time,Other
757,-14.44915182,15.21666802,push,Other
758,-13.45711717,0.6562998701,suck,sex
759,6.585986048,-7.381018271,stress,Other
760,-22.62237776,-8.355617975,truck,cars
761,10.96568856,2.028146159,say,Other
762,20.70609299,-4.97802208,saw,Other
763,20.17978407,-4.921010979,knew,hustle
764,-14.11092019,-17.07681881,knee,Other
765,-17.3893596,-13.82306503,slow,Other
766,8.564323729,10.13011276,where,Other
767,2.940037099,-20.6869334,fame,Other
768,8.254470986,-0.3616050057,thinkin,Other
769,-7.078336543,-9.710543574,summer,Other
770,3.924381053,18.83982358,power,Other
771,-20.59756867,-11.56970119,side,Other
772,7.731859858,1.406944807,mean,Other
773,7.448620959,-13.90391701,smile,Other
774,1.327090292,12.05769359,oh_oh,Other
775,8.914095193,-4.783879269,dress,Other
776,9.158533936,6.136763811,its,Other
777,5.841028005,0.8837579009,really,Other
778,12.3648319,2.174406317,sayin,Other
779,-20.15588877,-0.04552096646,movin,Other
780,-3.115209943,-6.907998881,movie,Other
781,15.19494449,-10.73312833,devil,religion
782,-12.55269758,13.22761394,pound,money
783,-8.70488676,21.51109268,stack,money
784,2.794042722,-0.8197146222,even_though,men
785,-12.58437513,9.304806133,chillin,club
786,-7.729006717,0.183469119,gettin,Other
787,-0.262970571,3.461635038,this,Other
788,12.08063291,7.766052934,great,Other
789,18.78346222,-12.25631469,eatin,drugs
790,-27.02574213,12.43887346,pour,club
791,1.947021498,-5.494792431,or,Other
792,-5.48100996,4.620808899,shut,violence
793,20.52504952,7.554272295,youll,Other
794,-9.741388844,15.81408577,five,money
795,12.20851274,-3.610960575,does,Other
796,-4.523726847,-11.86614463,chance,Other
797,7.232078954,-10.56603731,rule,Other
798,-0.2169632623,-9.862792851,follow,Other
799,18.33893857,-2.826407756,told,Other
800,-10.46113997,-9.91911502,walkin,Other
801,1.034558055,9.362532338,haha,Other
802,12.4556972,5.604098042,word,rap
803,-12.41231147,-1.135065256,work,hustle
804,-8.607553997,-19.12088289,lay,Other
805,7.08505954,-10.36965575,law,Other
806,-21.56000369,3.598561235,break,Other
807,-5.229682832,23.28427529,bread,money
808,-10.99092829,-8.660832959,comin,violence
809,20.28308903,7.41034942,ill,Other
810,13.02274517,4.890207835,speak,Other
811,-9.140809513,-21.15972911,puttin,Other
812,13.43906211,13.24591492,theyre,Other
813,-2.359481727,-14.26806859,dead,violence
814,-17.54446546,1.400206126,dance,club
815,-12.77417413,14.94452531,buck,Other
816,-20.44401479,15.72619375,club,club
817,-1.678863039,13.64918687,write,rap
818,2.893740897,-7.896773282,use,Other
819,-17.24504028,15.37648952,down,violence
820,2.679804137,5.540862294,yourself,Other
821,0.8657628575,2.074630929,that,Other
822,6.396784871,7.191190147,than,Other
823,4.450766871,5.950260358,aint,Other
824,-10.51388432,17.070906,3,Other
825,-11.30904705,8.383135977,these_hoes,women
826,-8.364601591,-7.770847721,hustle,hustle
827,4.716495615,12.68756029,business,Other
828,1.915544461,5.452164178,your,Other
829,4.275463729,16.43333994,cats,curses
830,4.086942206,5.390356525,you,Other
831,13.19948499,-10.74785819,heaven,religion
832,12.67339921,15.66222465,everybody,Other
833,-20.99751962,-7.068516132,trunk,Other
834,-1.925029337,-0.6500822562,a,Other
835,14.6312509,-5.258340518,miss,Other
836,0.9415223584,-12.94198933,lie,Other
837,-3.580186899,9.104004417,lil,men
838,-14.28299253,-12.53018604,lip,sex
839,-2.171945551,-17.51902406,clear,Other
840,-11.99006077,-2.433640874,clean,Other
841,3.381440075,-4.013275773,probably,Other
842,16.25299633,12.65872392,both,Other
843,6.675359669,5.169360978,whatever,Other
844,3.609602736,-6.257668612,while,Other
845,15.34584134,3.701669725,alone,Other
846,1.423606765,3.351369289,some,Other
847,-20.07962335,-4.213809008,block,neighborhood
848,4.495955885,6.862613011,nah,Other
849,-9.455478038,5.351400788,playa,men
850,-21.21780242,-10.99511189,ride,cars
851,11.7996065,-12.29395302,control,Other
852,21.46987376,-18.69454019,him,men
853,-4.384166156,-8.097057559,front,Other
854,35.13045155,22.7262291,mad,Other
855,-1.9540523,7.037264068,man,men
856,9.603203595,2.916528618,need,Other
857,-17.60192692,1.420791214,shake,club
858,11.30860896,7.633946115,state,Other
859,9.1798477,-16.93327448,treat,Other
860,-15.15265872,19.84665097,c,drugs
861,15.57312378,1.730648093,piece,Other
862,3.775567532,-1.139561861,even,Other
863,7.854815404,-16.1969582,call,Other
864,2.874325342,5.607763487,better,Other
865,1.200417732,3.610049606,little,Other
866,-20.55658419,16.01365497,bar,club
867,-16.32714172,10.20117977,bag,money
868,8.714157348,-0.9282837898,bad,Other
869,19.10925101,-3.036620221,said,Other
870,-8.837225862,16.38334572,three,money
871,3.00506668,-9.817831025,thoughts,violence
872,15.03115203,-3.228083169,left,violence
873,3.905417895,-0.8566799423,just,Other
874,2.120324787,1.595421955,super,Other
875,17.44101242,-1.106961467,did,hustle
876,-9.295277148,2.21276602,wait,Other
877,-13.006684,-19.31679563,fly,drugs
878,12.30284318,-12.66808965,soul,religion
879,-12.98942046,4.219790829,switch,Other
880,6.001424207,10.72576271,thank,Other
881,-5.680990578,-4.01868584,thang,men
882,4.945043843,-0.6444324431,bein,Other
883,9.073596211,-7.110458416,girl,women
884,1.874686101,17.57516225,track,rap
885,-2.021402519,4.168078787,stupid,Other
886,13.37887141,10.72513199,hatin,Other
887,-6.293295429,-11.84629574,everyday,Other
888,2.412122562,-16.21916148,different,Other
889,-4.652158405,18.96275096,pay,money
890,-25.97329821,12.62237578,bottle,drugs
891,13.52855625,-17.6564804,mom,family
892,-11.82589966,-12.20115863,road,Other
893,14.57270102,-5.30108532,forget,Other
894,-5.065130635,-18.16645085,mornin,Other
895,7.914021796,2.583433007,trippin,Other
896,11.88938859,2.896223476,talkin_bout,Other
897,-14.88274222,-7.552291806,diamond,clothes
898,10.11737467,-3.75538229,good,Other
899,-17.55519371,-5.771938365,house,cars
900,-2.776904354,-12.66689006,killin,violence
901,-4.057455491,1.649640954,outta,Other
902,-15.14199562,2.538721092,bustin,sex
903,-6.925695255,14.00103017,fine,women
904,0.590295942,-11.00464367,find,Other
905,-15.88599299,-11.37860231,hole,Other
906,7.328676534,-2.805042063,please,Other
907,-8.333627996,-24.37143134,hold,Other
908,11.83389051,-0.5872418242,question,religion
909,-2.885844486,9.650081134,big,Other
910,26.38746593,-19.16829641,drama,Other
911,-14.62509378,-14.38090875,body,Other
912,7.80416787,15.21490697,sing,rap
913,-11.74414655,19.73826763,dat,Other
914,-6.142323754,-15.99550579,day,Other
915,-7.741415095,5.355367178,beat,rap
916,4.97150744,9.047193251,fucked,curses
917,19.90281706,-5.936937302,thought,Other
918,-1.648447931,12.41466033,soft,Other
919,-1.983015517,-15.23068917,alive,violence
920,-5.000305646,-18.75130726,sleep,Other
921,13.37957689,-7.389006644,changed,Other
922,6.505376453,-17.10167703,phone,Other
923,-1.367887076,1.473018332,over,Other
924,2.545786946,-19.97790275,rain,Other
925,22.21507569,0.6694804462,wanted,Other
926,20.98652266,-1.46576187,ran,hustle
927,-1.386321426,12.49754273,raw,Other
928,6.471938387,17.06463125,rap,rap
929,10.53862408,-14.34168831,earth,Other
930,-13.49289108,12.72056337,brick,drugs
931,-0.6545728731,-8.601686278,catch,Other
932,-0.4300447351,8.444078608,check,Other
933,4.893212561,-23.06981197,til,Other
934,14.1191647,-15.64721569,brother,family
935,-13.28691734,3.052759816,quick,Other
936,5.243343702,14.67438541,yall,men
937,-17.86211157,4.995332713,water,drugs
938,-17.42289817,11.14677796,dope,drugs
939,-14.28654616,-4.414789869,white,Other
940,-11.08510222,-7.136046512,come,Other
941,-4.312144361,-14.97632058,kill,violence
942,-19.37291489,8.446056294,blow,Other
943,5.79715146,19.48242366,respect,Other
944,-9.938177056,18.26307298,5,women
945,21.18238969,6.368176701,may,Other
946,7.299135588,15.72666721,song,rap
947,6.346463238,-15.28133383,far,Other
948,-2.538121848,10.06465852,fat,women
949,0.6329184594,0.8760542489,and,Other
950,-13.72883005,3.49448368,stick,violence
951,-14.2127659,15.81626032,double,Other
952,21.49052378,-18.15470614,his,men
953,-15.83502597,5.742963731,hit,Other
954,6.041107323,16.0915754,bars,rap
955,-1.820234655,8.809228223,dumb,Other
956,14.36737107,12.88516838,are,Other
957,-13.93361234,-15.10449113,arm,sex
958,6.54194432,22.81500393,rip,rap
959,-8.413533075,-12.53819364,sittin,cars
960,-4.909371435,7.935445182,nigga,curses
961,19.84487964,-3.710087386,called,Other
962,16.8849628,13.58546082,we,Other
963,-10.50478054,8.373906024,women,women
964,-14.50235677,11.97078849,trap,drugs
965,-11.93124915,-1.736976755,workin,hustle
966,-8.921801009,11.86703975,ghetto,neighborhood
967,20.83176908,8.49125523,will,Other
968,-2.224170646,5.03639156,wild,Other
969,-11.03432401,-18.58309216,sky,drugs
970,10.39253942,1.020395133,know,Other
971,4.06950531,-1.049114914,because,Other
972,-0.1891963734,-10.01107099,lead,Other
973,-25.2239881,10.9281404,lean,drugs
974,-0.6814271179,-4.965477341,after,Other
975,-7.168497625,-5.231321145,book,religion
